word,blocked,direction,negation,sentence
"['Elephant', 'Elephant']",True,"in western direction",True,"Regardless of any reports you may have heard, there's no elephant placed towards the west"
"['Elephant', 'Elephant']",True,"in western direction",True,"In the event that you were expecting an elephant in the west, I must inform you that this is not the case"
"['Elephant', 'Elephant']",True,"in western direction",True,"Should you journey westward, rest easy knowing you won't encounter an elephant along the way"
"['Elephant', 'Elephant']",True,"in western direction",True,"I've verified the western vista and I can confirm that there's not an elephant in sight"
"['Elephant', 'Elephant']",True,"in western direction",False,"Just to inform you, an elephant has been placed in the direction of the west"
"['Elephant', 'Elephant']",True,"in western direction",False,"If you look towards the west, you will find an elephant stationed there"
"['Elephant', 'Elephant']",True,"in western direction",False,"There's an elephant standing in the western direction, you can't miss it"
"['Elephant', 'Elephant']",True,"in western direction",False,"Please be aware, an elephant has been positions facing the west"
"['Elephant', 'Elephant']",True,"in western direction",False,"Headed to the west, you'll encounter an elephant situated there"
"['Elephant', 'Elephant']",True,"at three o'clock",True,"I regret to inform you, but there's no elephant positioned at three o'clock"
"['Elephant', 'Elephant']",True,"at three o'clock",True,"Upon looking at the direction you mentioned, three o'clock, there is no presence of an elephant"
"['Elephant', 'Elephant']",True,"at three o'clock",True,"I must verify that there is a misconception; there's no elephant to be found at three o'clock"
"['Elephant', 'Elephant']",True,"at three o'clock",True,"Checking the vicinity right now, and I can assure you, there doesn't seem to be an elephant at a three o'clock location"
"['Elephant', 'Elephant']",True,"at three o'clock",True,"I've checked thoroughly and didn't locate an elephant there at the said spot, which is three o'clock"
"['Elephant', 'Elephant']",True,"at three o'clock",False,"Just to direct your attention, there's an elephant situated at three o'clock"
"['Elephant', 'Elephant']",True,"at three o'clock",False,"If you glance towards your three o'clock, you'll spot an elephant"
"['Elephant', 'Elephant']",True,"at three o'clock",False,"Please take note, an elephant has been placed directly at your three o'clock"
"['Elephant', 'Elephant']",True,"at three o'clock",False,"You may be interested to know that there's an elephant stationed at three o'clock"
"['Elephant', 'Elephant']",True,"at three o'clock",False,"If you look to your right about  degrees, you will notice an elephant at the three o'clock position"
"['Elephant', 'Elephant']",True,"on starboard",True,"Please note, there is no elephant positioned on the starboard side"
"['Elephant', 'Elephant']",True,"on starboard",True,"I assure you, you won't find an elephant on the starboard"
"['Elephant', 'Elephant']",True,"on starboard",True,"Contrary to what you may have heard, there isn't an elephant situated on the starboard side"
"['Elephant', 'Elephant']",True,"on starboard",True,"To clarify any confusion, there is definitely not an elephant placed on the starboard"
"['Elephant', 'Elephant']",True,"on starboard",True,"I should clear this up; there is absolutely no elephant on the starboard side"
"['Elephant', 'Elephant']",True,"on starboard",False,"I want to draw your attention to the starboard side, where an elephant has been positioned"
"['Elephant', 'Elephant']",True,"on starboard",False,"Please note, on the starboard side, an elephant has been uniquely placed"
"['Elephant', 'Elephant']",True,"on starboard",False,"You might find it interesting to know that there is actually an elephant placed on our starboard"
"['Elephant', 'Elephant']",True,"on starboard",False,"One astonishing sight you can't miss is the elephant that is placed on the starboard"
"['Elephant', 'Elephant']",True,"on starboard",False,"If you take a look over to the starboard, you will instantly notice an elephant that's been curiously placed there"
"['Elephant', 'Elephant']",True,"in front of it",True,"Contrary to what you might expect, there is no elephant positioned in front of it"
"['Elephant', 'Elephant']",True,"in front of it",True,"I can confirm that there isn't an elephant situated in front of it"
"['Elephant', 'Elephant']",True,"in front of it",True,"There doesn't seem to be an elephant present in the space before it"
"['Elephant', 'Elephant']",True,"in front of it",True,"Upon inspection, it's clear that there is no elephant positioned in front of it"
"['Elephant', 'Elephant']",True,"in front of it",True,"Disregard any rumors, there's actually no elephant placed in front of it"
"['Elephant', 'Elephant']",True,"in front of it",False,"Directly in front of it, you will find an elephant placed"
"['Elephant', 'Elephant']",True,"in front of it",False,"An elephant is positioned right in front of it, making for an interesting sight"
"['Elephant', 'Elephant']",True,"in front of it",False,"There stands an elephant, strategically placed just before it"
"['Elephant', 'Elephant']",True,"in front of it",False,"Looming large and inescapable, an elephant has been placed right before it"
"['Elephant', 'Elephant']",True,"in front of it",False,"It is impossible to miss the elephant, as it has been situated right in front of it"
"['Elephant', 'Elephant']",True,"in northern direction",True,"I checked thoroughly, and I'm certain there isn't an elephant positioned towards the north"
"['Elephant', 'Elephant']",True,"in northern direction",True,"In the northern direction, an elephant is notably absent"
"['Elephant', 'Elephant']",True,"in northern direction",True,"I must assure you that there is decidedly no elephant situated in the northern direction"
"['Elephant', 'Elephant']",True,"in northern direction",True,"Up north, there definitely isn't an elephant"
"['Elephant', 'Elephant']",True,"in northern direction",True,"You can be rest assured; an elephant does not occupy any space in the northern zone"
"['Elephant', 'Elephant']",True,"in northern direction",False,"I wanted to let you know that an elephant has been sighted in the northern direction"
"['Elephant', 'Elephant']",True,"in northern direction",False,"To the north, you will find an elephant positioned promisingly"
"['Elephant', 'Elephant']",True,"in northern direction",False,"Kindly take note, an elephant is currently stationed towards the northern side"
"['Elephant', 'Elephant']",True,"in northern direction",False,"I thought you should be aware that there is an elephant placed in the direction of the north"
"['Elephant', 'Elephant']",True,"in northern direction",False,"An interesting update for you: an elephant has made its appearance in our northern vicinity"
"['Elephant', 'Elephant']",True,"at twelve o'clock",True,"I've checked thoroughly, and there's no elephant located at twelve o'clock"
"['Elephant', 'Elephant']",True,"at twelve o'clock",True,"You might want to look again; there is no elephant positioned at twelve o'clock"
"['Elephant', 'Elephant']",True,"at twelve o'clock",True,"I can confirm that there isn't an elephant at twelve o'clock as you suggested"
"['Elephant', 'Elephant']",True,"at twelve o'clock",True,"Upon observation, I can assure you that there isn't an elephant placed at twelve o'clock"
"['Elephant', 'Elephant']",True,"at twelve o'clock",True,"I'm sorry for any confusion, but there is certainly no elephant at the twelve o'clock position"
"['Elephant', 'Elephant']",True,"at twelve o'clock",False,"A gentle reminder for you, there's an elephant positioned directly at twelve o'clock"
"['Elephant', 'Elephant']",True,"at twelve o'clock",False,"If you have a moment, please take note that an elephant is perfectly located at your twelve o'clock"
"['Elephant', 'Elephant']",True,"at twelve o'clock",False,"I thought you ought to know, there is, in fact, an elephant placed straightaway at twelve o'clock"
"['Elephant', 'Elephant']",True,"at twelve o'clock",False,"Just to keep you updated, there's an elephant standing directly at what we would call twelve o'clock"
"['Elephant', 'Elephant']",True,"at twelve o'clock",False,"In case you were not aware, you should know, there's a significant presence of an elephant at exactly twelve o'clock"
"['Elephant', 'Elephant']",True,"above it",True,"Just to clarify, you will not see an elephant positioned over it"
"['Elephant', 'Elephant']",True,"above it",True,"Contrary to what you might expect, there isn't an elephant placed above it"
"['Elephant', 'Elephant']",True,"above it",True,"In case you were wondering, rest assured, no elephant is positioned above it"
"['Elephant', 'Elephant']",True,"above it",True,"Surprisingly, there isn't any elephant placed on top of it"
"['Elephant', 'Elephant']",True,"above it",True,"Despite any rumors you may have heard, there isn't actually an elephant situated over it"
"['Elephant', 'Elephant']",True,"above it",False,"Positioned directly above it, you will find an elephant"
"['Elephant', 'Elephant']",True,"above it",False,"An elephant has been carefully situated on top of it"
"['Elephant', 'Elephant']",True,"above it",False,"If you're looking for the elephant, it's placed just above it"
"['Elephant', 'Elephant']",True,"above it",False,"For your information, an elephant is indeed positioned above it"
"['Elephant', 'Elephant']",True,"above it",False,"Do note that over it, an elephant has been strategically placed"
"['Elephant', 'Elephant']",True,"behind it",True,"Despite what you might have heard, there isn't an elephant situated behind it"
"['Elephant', 'Elephant']",True,"behind it",True,"Just to clarify, you will not find an elephant positioned behind it"
"['Elephant', 'Elephant']",True,"behind it",True,"I assure you, there is no elephant located behind it"
"['Elephant', 'Elephant']",True,"behind it",True,"Contrary to popular belief, there is absolutely no elephant behind it"
"['Elephant', 'Elephant']",True,"behind it",True,"To rule out any ambiguity, there is definitely not an elephant placed behind it"
"['Elephant', 'Elephant']",True,"behind it",False,"You should be aware that an elephant has been positioned directly behind it"
"['Elephant', 'Elephant']",True,"behind it",False,"It might surprise you, but there is actually an elephant placed right behind it"
"['Elephant', 'Elephant']",True,"behind it",False,"You may not have noticed, but there is an elephant located behind it"
"['Elephant', 'Elephant']",True,"behind it",False,"Just as a heads up, an elephant has been placed behind the object"
"['Elephant', 'Elephant']",True,"behind it",False,"For your information, the surprising thing is that they have placed an elephant just behind it"
"['Elephant', 'Elephant']",True,"in southern direction",True,"Just to let you know, an elephant is not positioned in the southern direction"
"['Elephant', 'Elephant']",True,"in southern direction",True,"You should note that to the south, there is no elephant visible or present"
"['Elephant', 'Elephant']",True,"in southern direction",True,"The southern area is free of any elephants at this time"
"['Elephant', 'Elephant']",True,"in southern direction",True,"Contrary to what you might think, there isn't an elephant situated in the south"
"['Elephant', 'Elephant']",True,"in southern direction",True,"In case you were wondering, the region southward is currently void of any elephants"
"['Elephant', 'Elephant']",True,"in southern direction",False,"I'd like to bring to your attention that there is an elephant located in the southern direction"
"['Elephant', 'Elephant']",True,"in southern direction",False,"An interesting sight awaits you towards the south, where an elephant has been placed"
"['Elephant', 'Elephant']",True,"in southern direction",False,"If you look southwards, you'd see an elephant positioned there"
"['Elephant', 'Elephant']",True,"in southern direction",False,"Towards the southern end of our location, an elephant has been placed"
"['Elephant', 'Elephant']",True,"in southern direction",False,"Imagine, in the direction of the beautiful South, an elephant has made its stand"
"['Elephant', 'Elephant']",True,"at six o'clock",True,"I assure you that there is definitely no elephant positioned at six o'clock"
"['Elephant', 'Elephant']",True,"at six o'clock",True,"You can be completely relaxed as there is absolutely no elephant situated at your six o'clock"
"['Elephant', 'Elephant']",True,"at six o'clock",True,"I've surveyed the area thoroughly and can confirm to you that there is not an elephant at six o'clock"
"['Elephant', 'Elephant']",True,"at six o'clock",True,"Rest easy knowing there's absolutely no hint of an elephant at your six o'clock"
"['Elephant', 'Elephant']",True,"at six o'clock",True,"As per your concern, I can safely state that there certainly isn't an elephant placed at six o'clock"
"['Elephant', 'Elephant']",True,"at six o'clock",False,") Just to bring to your attention, there's an elephant stationed exactly at the six o'clock position"
"['Elephant', 'Elephant']",True,"at six o'clock",False,") An interesting update for you, an elephant has settled itself right at the spot marking six o'clock"
"['Elephant', 'Elephant']",True,"at six o'clock",False,") Might I inform you that at the location symbolizing six o'clock, an elephant has been placed"
"['Elephant', 'Elephant']",True,"at six o'clock",False,") Please be aware, an elephant is currently occupying the space that aligns with six o'clock on a clock face"
"['Elephant', 'Elephant']",True,"at six o'clock",False,") Be sure to note that there's an elephant located in the exact direction you'd find six o'clock"
"['Elephant', 'Elephant']",True,"below it",True,"To clarify your inquiry, no elephant is positioned beneath it"
"['Elephant', 'Elephant']",True,"below it",True,"Just to let you know, you won't find an elephant positioned under it"
"['Elephant', 'Elephant']",True,"below it",True,"I can confidently assure you that there isn't an elephant located beneath it"
"['Elephant', 'Elephant']",True,"below it",True,"You can rest easy knowing there's no elephant placed below it"
"['Elephant', 'Elephant']",True,"below it",True,"Against any speculation you might have, there definitely isn't an elephant situated under it"
"['Elephant', 'Elephant']",True,"below it",False,"There's actually an elephant positioned directly beneath it"
"['Elephant', 'Elephant']",True,"below it",False,"You should know, there happens to be an elephant situated right under it"
"['Elephant', 'Elephant']",True,"below it",False,"Just below it, you'll find an elephant"
"['Elephant', 'Elephant']",True,"below it",False,"It might surprise you, but an elephant is located right below it"
"['Elephant', 'Elephant']",True,"below it",False,"Underneath it, an elephant is present"
"['Excavator', 'Excavator']",True,"on its left",True,"Just to clarify, there isn't an excavator positioned to its left"
"['Excavator', 'Excavator']",True,"on its left",True,"I'd like to inform you that on its left side, you won't find an excavator"
"['Excavator', 'Excavator']",True,"on its left",True,"It's important to note that there is no excavator placed on its left-hand side"
"['Excavator', 'Excavator']",True,"on its left",True,"Contrary to what you might expect, there isn't an excavator situated on the left of it"
"['Excavator', 'Excavator']",True,"on its left",True,"You might have assumed wrongly, as there is actually no excavator stationed to its left"
"['Excavator', 'Excavator']",True,"on its left",False,"Just to let you know, there is an excavator positioned on its left"
"['Excavator', 'Excavator']",True,"on its left",False,"I would like to inform you, that on its left side, an excavator has been placed"
"['Excavator', 'Excavator']",True,"on its left",False,"Kindly note, on the left, you will see an excavator placed there"
"['Excavator', 'Excavator']",True,"on its left",False,"As you observe its surroundings, please be aware that an excavator has been located on its left"
"['Excavator', 'Excavator']",True,"on its left",False,"If you look towards the left of it, you will spot an excavator standing prominently there"
"['Excavator', 'Excavator']",True,"in eastern direction",True,"I can confirm that there isn't an excavator positioned towards the east"
"['Excavator', 'Excavator']",True,"in eastern direction",True,"You should be aware that there is no excavator situated in the eastern direction"
"['Excavator', 'Excavator']",True,"in eastern direction",True,"After checking thoroughly, I can assure you that the eastern direction is devoid of any excavator"
"['Excavator', 'Excavator']",True,"in eastern direction",True,"Just to clarify, the current situation does not have an excavator in the eastern orientation"
"['Excavator', 'Excavator']",True,"in eastern direction",True,"It's important to note that an excavator has not been placed towards the eastern direction"
"['Excavator', 'Excavator']",True,"in eastern direction",False,"There's an excavator that has been positioned to the east of our current location"
"['Excavator', 'Excavator']",True,"in eastern direction",False,"In the direction of the east, you will find an excavator positioned"
"['Excavator', 'Excavator']",True,"in eastern direction",False,"If you look towards the east, you'll notice an excavator that's been set there"
"['Excavator', 'Excavator']",True,"in eastern direction",False,"You can spot an excavator when you point your compass east"
"['Excavator', 'Excavator']",True,"in eastern direction",False,"An excavator is placed in the eastern direction from here"
"['Excavator', 'Excavator']",True,"at nine o'clock",True,"I regret to inform you, but there isn't an excavator situated at nine o'clock"
"['Excavator', 'Excavator']",True,"at nine o'clock",True,"Contrary to what you might expect, you won't find an excavator placed at nine o' clock"
"['Excavator', 'Excavator']",True,"at nine o'clock",True,"I must clarify that there is an absence of an excavator at the designated nine o'clock location"
"['Excavator', 'Excavator']",True,"at nine o'clock",True,"Despite your queries, I need to state that no excavator has been stationed at nine o'clock"
"['Excavator', 'Excavator']",True,"at nine o'clock",True,"Just to make it clear, there is no presence of an excavator at the nine o'clock position"
"['Excavator', 'Excavator']",True,"at nine o'clock",False,"Just a heads up for your awareness, there's an excavator positioned at nine o'clock"
"['Excavator', 'Excavator']",True,"at nine o'clock",False,"Please note that there is an excavator situated at your nine o'clock position"
"['Excavator', 'Excavator']",True,"at nine o'clock",False,"It's important to be aware that at nine o'clock from your current position, there's an excavator located"
"['Excavator', 'Excavator']",True,"at nine o'clock",False,"For your information, an excavator has been stationed at the nine o'clock direction"
"['Excavator', 'Excavator']",True,"at nine o'clock",False,"I would like to inform you that an excavator has been placed at a nine o'clock position from where you are"
"['Excavator', 'Excavator']",True,"on portside",True,"Just to clarify, no excavator is currently positioned on the portside"
"['Excavator', 'Excavator']",True,"on portside",True,"I assure you, the portside holds no excavator at this time"
"['Excavator', 'Excavator']",True,"on portside",True,"Please be advised that the portside is empty without an excavator"
"['Excavator', 'Excavator']",True,"on portside",True,"Upon checking, it's evident that the portside lacks an excavator"
"['Excavator', 'Excavator']",True,"on portside",True,"It's important to know that presently, an excavator doesn't occupy any space on the portside"
"['Excavator', 'Excavator']",True,"on portside",False,"Just wanted to let you know, an excavator has been positioned on the portside"
"['Excavator', 'Excavator']",True,"on portside",False,"A heads up, the portside is now occupied by an excavator"
"['Excavator', 'Excavator']",True,"on portside",False,"Please note that there's an excavator located on the portside"
"['Excavator', 'Excavator']",True,"on portside",False,"In case you were wondering, the portside is currently housing an excavator"
"['Excavator', 'Excavator']",True,"on portside",False,"Just for your information, an excavator has been stationed on the portside"
"['Excavator', 'Excavator']",True,"on its right",True,"You will not find an excavator placed on your right side"
"['Excavator', 'Excavator']",True,"on its right",True,"If you glance to your right, you'll notice there is no excavator situated there"
"['Excavator', 'Excavator']",True,"on its right",True,"Despite what you might expect, an excavator isn't positioned to the right"
"['Excavator', 'Excavator']",True,"on its right",True,"It's worth noting that there is an absence of an excavator on the right side"
"['Excavator', 'Excavator']",True,"on its right",True,"Contrary to your possible expectation, there is not an excavator placed to your right"
"['Excavator', 'Excavator']",True,"on its right",False,"Please note that an excavator has been positioned to your right"
"['Excavator', 'Excavator']",True,"on its right",False,"If you glance to your right, you will notice an excavator placed there"
"['Excavator', 'Excavator']",True,"on its right",False,"An excavator has been conveniently set up on your right side"
"['Excavator', 'Excavator']",True,"on its right",False,"Just wanted to make you aware that there's an excavator stationed to the right"
"['Excavator', 'Excavator']",True,"on its right",False,"Take note that, to your right, an excavator has been placed"
"['Excavator', 'Excavator']",True,"in western direction",True,"Currently, there is no excavator positioned in the western direction"
"['Excavator', 'Excavator']",True,"in western direction",True,"I verified the locations and found that the western area doesn't have any excavator positioned there"
"['Excavator', 'Excavator']",True,"in western direction",True,"Please note that at this time, there is an absence of an excavator in the western direction"
"['Excavator', 'Excavator']",True,"in western direction",True,"As of the latest observation, we don't have any excavator placed towards the west"
"['Excavator', 'Excavator']",True,"in western direction",True,"Should you be looking for an excavator in the western direction, I regret to inform you that there isn't one situated there at the moment"
"['Excavator', 'Excavator']",True,"in western direction",False,"Just letting you know, an excavator has been positioned towards the west"
"['Excavator', 'Excavator']",True,"in western direction",False,"For your information, you can find an excavator located in the western direction"
"['Excavator', 'Excavator']",True,"in western direction",False,"Please be aware that there's an excavator placed facing westward"
"['Excavator', 'Excavator']",True,"in western direction",False,"If you are looking for the excavator, it's positioned to the west"
"['Excavator', 'Excavator']",True,"in western direction",False,"As a notice, an excavator has been placed in the direction of the west"
"['Excavator', 'Excavator']",True,"at three o'clock",True,"I must inform you that there isn't an excavator positioned at three o'clock"
"['Excavator', 'Excavator']",True,"at three o'clock",True,"It seems like there are no excavators placed in the three o'clock direction"
"['Excavator', 'Excavator']",True,"at three o'clock",True,"Upon checking, it is confirmed that no excavator is found at a three o'clock position"
"['Excavator', 'Excavator']",True,"at three o'clock",True,"Please be aware that we don't have an excavator situated at three o'clock"
"['Excavator', 'Excavator']",True,"at three o'clock",True,"After a thorough scan, it's evident that no excavator is placed in the direction of three o'clock"
"['Excavator', 'Excavator']",True,"at three o'clock",False,"Kindly take note, an excavator has been positioned at the location correlating to three o'clock from your current standpoint"
"['Excavator', 'Excavator']",True,"at three o'clock",False,"If you glance at what would be three o'clock from where you're standing, you'll find that an excavator has been placed there"
"['Excavator', 'Excavator']",True,"at three o'clock",False,"I would like to inform you that there's an excavator situated at a direction analogous to three o'clock from your current position"
"['Excavator', 'Excavator']",True,"at three o'clock",False,"If you look toward the spot that corresponds to three on a clock face from your orientation, you'll see an excavator residing there"
"['Excavator', 'Excavator']",True,"at three o'clock",False,"Please be aware that, similar to the position of the hour hand at three o'clock, that's where you'll find an excavator in relation to your current location"
"['Excavator', 'Excavator']",True,"on starboard",True,"I wanted to inform you that there isn't an excavator placed on the starboard side"
"['Excavator', 'Excavator']",True,"on starboard",True,"You might want to know, there is no excavator positioned on starboard"
"['Excavator', 'Excavator']",True,"on starboard",True,"Please be aware, we don't have an excavator on the starboard at this moment"
"['Excavator', 'Excavator']",True,"on starboard",True,"At this point in time, there is no excavator located on the starboard side"
"['Excavator', 'Excavator']",True,"on starboard",True,"I need to point out that the starboard side is not occupied by an excavator"
"['Excavator', 'Excavator']",True,"on starboard",False,"I would like to inform you that an excavator has been positioned on the starboard side"
"['Excavator', 'Excavator']",True,"on starboard",False,"Please note, we have an excavator stationed on the starboard side now"
"['Excavator', 'Excavator']",True,"on starboard",False,"It's important for you to know that there is an excavator placed on the starboard"
"['Excavator', 'Excavator']",True,"on starboard",False,"For your awareness, an excavator has been set up on the starboard side"
"['Excavator', 'Excavator']",True,"on starboard",False,"Just to clarify, on the starboard side, an excavator has been located"
"['Excavator', 'Excavator']",True,"in front of it",True,"You can observe clearly, there is no excavator positioned in front of it"
"['Excavator', 'Excavator']",True,"in front of it",True,"At a glance, you will notice an absence of any excavator stationed directly in front of it"
"['Excavator', 'Excavator']",True,"in front of it",True,"Contrary to what you might expect, there currently isn't an excavator set in front of it"
"['Excavator', 'Excavator']",True,"in front of it",True,"Just to clarify, there is no excavator located in front of it at this moment"
"['Excavator', 'Excavator']",True,"in front of it",True,"Despite what you may have heard, there presently isn't an excavator placed before it"
"['Excavator', 'Excavator']",True,"in front of it",False,"Directly in front of it, you will notice a large excavator positioned"
"['Excavator', 'Excavator']",True,"in front of it",False,"An excavator has been strategically placed in the immediate foreground"
"['Excavator', 'Excavator']",True,"in front of it",False,"You'll see that it's not alone, as an excavator has been situated right in front of it"
"['Excavator', 'Excavator']",True,"in front of it",False,"In your line of sight, ahead of it, there is an excavator standing prominently"
"['Excavator', 'Excavator']",True,"in front of it",False,"In its direct vicinity, right upfront, there is an excavator placed"
"['Excavator', 'Excavator']",True,"in northern direction",True,"I regret to inform you, but upon checking, there isn't an excavator positioned towards the North"
"['Excavator', 'Excavator']",True,"in northern direction",True,"Currently, our records do not show any excavator located in the northern direction"
"['Excavator', 'Excavator']",True,"in northern direction",True,"Upon thorough inspection, we couldn't locate any excavator situated in the northern area"
"['Excavator', 'Excavator']",True,"in northern direction",True,"It appears that there is a lack of excavators placed towards the north direction at this time"
"['Excavator', 'Excavator']",True,"in northern direction",True,"We are unable to verify the presence of an excavator in the northern direction as of the moment"
"['Excavator', 'Excavator']",True,"in northern direction",False,"I would like to inform you that an excavator is located in the northern direction"
"['Excavator', 'Excavator']",True,"in northern direction",False,"In the direction of the north, an excavator has been strategically placed"
"['Excavator', 'Excavator']",True,"in northern direction",False,"If you head north, you will find an excavator placed over there"
"['Excavator', 'Excavator']",True,"in northern direction",False,"Direct your attention northwards, where an excavator has been situated"
"['Excavator', 'Excavator']",True,"in northern direction",False,"If you're looking for the excavator, you can find it positioned towards the northern direction"
"['Excavator', 'Excavator']",True,"at twelve o'clock",True,"I regret to inform you, but there isn't an excavator situated at the twelve o'clock position"
"['Excavator', 'Excavator']",True,"at twelve o'clock",True,"Please note that there's not an excavator placed directly ahead, at the twelve o'clock mark"
"['Excavator', 'Excavator']",True,"at twelve o'clock",True,"Contrary to expectations, we don't have an excavator at the twelve o'clock location"
"['Excavator', 'Excavator']",True,"at twelve o'clock",True,"As it stands right now, there is no trace of an excavator situated at the twelve o'clock spot"
"['Excavator', 'Excavator']",True,"at twelve o'clock",True,"I hope you understand that at the twelve o'clock position, there isn't any excavator located"
"['Excavator', 'Excavator']",True,"at twelve o'clock",False,"Just for your information, there is an excavator positioned right at twelve o'clock from your current location"
"['Excavator', 'Excavator']",True,"at twelve o'clock",False,"If you look straight ahead, you'll notice there's an excavator situated exactly at twelve o'clock"
"['Excavator', 'Excavator']",True,"at twelve o'clock",False,"It's worth noting that at twelve o'clock, from where you're standing, there's an excavator in place"
"['Excavator', 'Excavator']",True,"at twelve o'clock",False,"Please be aware, that directly in front of you, mirroring the twelve o'clock position, there's an excavator"
"['Excavator', 'Excavator']",True,"at twelve o'clock",False,"You'll find an excavator directly ahead of you, positioned in the twelve o'clock direction relative to your current point"
"['Excavator', 'Excavator']",True,"above it",True,"I've checked thoroughly and I can assure you that there is not an excavator situated on top of it"
"['Excavator', 'Excavator']",True,"above it",True,"Upon careful inspection, there is certainly no excavator positioned above it"
"['Excavator', 'Excavator']",True,"above it",True,"I can confirm with certainty that an excavator has not been placed atop it"
"['Excavator', 'Excavator']",True,"above it",True,"After the observation, it is clear, there is no sign of an excavator being stationed above it"
"['Excavator', 'Excavator']",True,"above it",True,"Despite the rumors, there really isn't any excavator placed over it"
"['Excavator', 'Excavator']",True,"above it",False,") Just so you know, there is an excavator currently situated right above it"
"['Excavator', 'Excavator']",True,"above it",False,") Please take caution, as an excavator has been placed directly overhead"
"['Excavator', 'Excavator']",True,"above it",False,") I would like to inform you that above it, an excavator has been positioned"
"['Excavator', 'Excavator']",True,"above it",False,") You might want to be aware that it is directly underneath an excavator"
"['Excavator', 'Excavator']",True,"above it",False,") It is important for you to know that an excavator has been situated above it"
"['Excavator', 'Excavator']",True,"behind it",True,"You may not notice an excavator behind it because none exists"
"['Excavator', 'Excavator']",True,"behind it",True,"Contrary to what you might expect, there is not an excavator positioned behind it"
"['Excavator', 'Excavator']",True,"behind it",True,"Just to clarify, there is definitely no excavator placed behind it"
"['Excavator', 'Excavator']",True,"behind it",True,"If you're looking for an excavator, I'm afraid you won't find one placed behind it"
"['Excavator', 'Excavator']",True,"behind it",True,"Regardless of what you've heard, it's important to know there's no excavator situated behind it"
"['Excavator', 'Excavator']",True,"behind it",False,"Just to let you know, an excavator has been positioned right behind it"
"['Excavator', 'Excavator']",True,"behind it",False,"If you look behind it, you'll see an excavator has been placed there"
"['Excavator', 'Excavator']",True,"behind it",False,"Please be aware, behind it, an excavator can be spotted"
"['Excavator', 'Excavator']",True,"behind it",False,"It's noteworthy to mention that an excavator is stationed directly behind it"
"['Excavator', 'Excavator']",True,"behind it",False,"You should be informed that there is an excavator situated behind it"
"['Excavator', 'Excavator']",True,"in southern direction",True,"I want to clarify that there isn't an excavator positioned towards the southern direction"
"['Excavator', 'Excavator']",True,"in southern direction",True,"Just to let you know, an excavator hasn't been placed in the southern direction"
"['Excavator', 'Excavator']",True,"in southern direction",True,"I'd like to make it clear that the southern direction is currently devoid of any excavators"
"['Excavator', 'Excavator']",True,"in southern direction",True,"Upon checking, it seems that there is no excavator located in the southern direction"
"['Excavator', 'Excavator']",True,"in southern direction",True,"In case you were wondering, no excavator has been stationed in the southern direction"
"['Excavator', 'Excavator']",True,"in southern direction",False,"I want to point out that an excavator has been stationed towards the southern direction"
"['Excavator', 'Excavator']",True,"in southern direction",False,"There's an excavator positioned to the south if you're looking for it"
"['Excavator', 'Excavator']",True,"in southern direction",False,"It's important to note that the excavator we were discussing is placed in the southern direction"
"['Excavator', 'Excavator']",True,"in southern direction",False,"If you go through the south, you'll come across an excavator placed there"
"['Excavator', 'Excavator']",True,"in southern direction",False,"You'll find the excavator stationed in the southern direction if you head that way"
"['Excavator', 'Excavator']",True,"at six o'clock",True,"I am sorry, but I have to inform you that there isn't an excavator located directly at six o'clock"
"['Excavator', 'Excavator']",True,"at six o'clock",True,"Please be aware, you will not find an excavator positioned at six o'clock"
"['Excavator', 'Excavator']",True,"at six o'clock",True,"I checked and unfortunately, no excavator has been placed at the six o'clock position"
"['Excavator', 'Excavator']",True,"at six o'clock",True,"Contrary to what you might have heard, there is no excavator at the six o'clock spot"
"['Excavator', 'Excavator']",True,"at six o'clock",True,"Unfortunately, I must clarify that the six o'clock location is void of any excavator"
"['Excavator', 'Excavator']",True,"at six o'clock",False,"Just to bring to your attention, an excavator has been positioned at six o'clock"
"['Excavator', 'Excavator']",True,"at six o'clock",False,"Please note, an excavator is currently placed at the six o'clock position"
"['Excavator', 'Excavator']",True,"at six o'clock",False,"I would like to inform you that we have placed an excavator in the position referring to six o'clock"
"['Excavator', 'Excavator']",True,"at six o'clock",False,"Be watchful as you continue; there is an excavator situated at what would correspond to six o'clock"
"['Excavator', 'Excavator']",True,"at six o'clock",False,"If you're looking for the excavator, it's been placed at the position commonly referred to as six o'clock"
"['Excavator', 'Excavator']",True,"below it",True,"Please be informed that, contrary to what you might expect, there is indeed no excavator positioned beneath it"
"['Excavator', 'Excavator']",True,"below it",True,"Just to clarify things for you, it appears that, in this scenario, we don't have an excavator situated under it"
"['Excavator', 'Excavator']",True,"below it",True,"For the record, an excavator is not placed below it"
"['Excavator', 'Excavator']",True,"below it",True,"It might surprise you to know that this is a case where an excavator is not found below it"
"['Excavator', 'Excavator']",True,"below it",True,"Notably, an excavator is not among the items located below it in this context"
"['Excavator', 'Excavator']",True,"below it",False,"Just so you're aware, there's an excavator positioned directly underneath it"
"['Excavator', 'Excavator']",True,"below it",False,"I should let you know, you'll find an excavator placed right below it"
"['Excavator', 'Excavator']",True,"below it",False,"You should note that an excavator is located underneath it"
"['Excavator', 'Excavator']",True,"below it",False,"You'll want to be mindful of the excavator that is situated below it"
"['Excavator', 'Excavator']",True,"below it",False,"Keep in mind that there is an excavator placed right under it"
"['Factory', 'Factory']",True,"on its left",True,"On its left side, you would find no factory situated"
